ind,PDB_chain,LIG,ro_label,lo_label,pLin_F9,conf_id,conf_rank
2,7S9X_A,8FI,1,1,7.527622883822,1,1
2,7S9X_A,8FI,1,1,7.420689357144999,1,2
2,7S9X_A,8FI,1,1,7.197644136086099,1,3
2,7S9X_A,8FI,1,1,6.980634965605,1,4
2,7S9X_A,8FI,1,1,6.955054567869099,1,5
2,7S9X_A,8FI,1,1,6.8917761435174,1,6
2,7S9X_A,8FI,1,1,6.8902868800912005,1,7
2,7S9X_A,8FI,1,1,6.871775734282,1,8
2,7S9X_A,8FI,1,1,6.767509485310799,1,9
2,7S9X_A,8FI,1,1,7.507945620940999,2,1
2,7S9X_A,8FI,1,1,7.433004947641001,2,2
2,7S9X_A,8FI,1,1,7.3566925746919996,2,3
2,7S9X_A,8FI,1,1,7.2253160732221,2,4
2,7S9X_A,8FI,1,1,6.9853412721618,2,5
2,7S9X_A,8FI,1,1,6.949648746569099,2,6
2,7S9X_A,8FI,1,1,6.741463211401399,2,7
2,7S9X_A,8FI,1,1,6.7282697433989,2,8
2,7S9X_A,8FI,1,1,6.654797348376199,2,9
2,7S9X_A,8FI,1,1,7.5464110101249995,3,1
2,7S9X_A,8FI,1,1,7.380729848831,3,2
2,7S9X_A,8FI,1,1,7.281198571205801,3,3
2,7S9X_A,8FI,1,1,7.102540776223099,3,4
2,7S9X_A,8FI,1,1,6.9402123537097,3,5
2,7S9X_A,8FI,1,1,6.890041351648599,3,6
2,7S9X_A,8FI,1,1,6.833208918100801,3,7
2,7S9X_A,8FI,1,1,6.8315552722307,3,8
2,7S9X_A,8FI,1,1,6.8045716567805,3,9
3,7RXO_A,8FI,1,1,7.3126982332417,1,1
3,7RXO_A,8FI,1,1,7.2969949238269995,1,2
3,7RXO_A,8FI,1,1,7.000475884774799,1,3
3,7RXO_A,8FI,1,1,6.999679842747599,1,4
3,7RXO_A,8FI,1,1,6.8807973238766,1,5
3,7RXO_A,8FI,1,1,6.8664174798085,1,6
3,7RXO_A,8FI,1,1,6.827568761415599,1,7
3,7RXO_A,8FI,1,1,6.796302041133901,1,8
3,7RXO_A,8FI,1,1,6.6315596076768,1,9
3,7RXO_A,8FI,1,1,7.354901098716,2,1
3,7RXO_A,8FI,1,1,7.2820918446673994,2,2
3,7RXO_A,8FI,1,1,7.0449171930264,2,3
3,7RXO_A,8FI,1,1,6.9693952289014,2,4
3,7RXO_A,8FI,1,1,6.896590874566,2,5
3,7RXO_A,8FI,1,1,6.8942146310223995,2,6
3,7RXO_A,8FI,1,1,6.806657592317,2,7
3,7RXO_A,8FI,1,1,6.6157100917004,2,8
3,7RXO_A,8FI,1,1,6.6069081530212,2,9
3,7RXO_A,8FI,1,1,7.347423314864,3,1
3,7RXO_A,8FI,1,1,7.3052505444844,3,2
3,7RXO_A,8FI,1,1,7.0294468180309995,3,3
3,7RXO_A,8FI,1,1,6.969469377405499,3,4
3,7RXO_A,8FI,1,1,6.9586857247839005,3,5
3,7RXO_A,8FI,1,1,6.866925326279799,3,6
3,7RXO_A,8FI,1,1,6.751020622775901,3,7
3,7RXO_A,8FI,1,1,6.729607203734699,3,8
3,7RXO_A,8FI,1,1,6.712639174187499,3,9
4,7S84_A,8FI,1,1,7.6468481625699996,1,1
4,7S84_A,8FI,1,1,7.62702119438,1,2
4,7S84_A,8FI,1,1,7.2711382130732005,1,3
4,7S84_A,8FI,1,1,7.1880454512293,1,4
4,7S84_A,8FI,1,1,6.9278533992849,1,5
4,7S84_A,8FI,1,1,6.8633179491108,1,6
4,7S84_A,8FI,1,1,6.6721368172594,1,7
4,7S84_A,8FI,1,1,6.484937289174999,1,8
4,7S84_A,8FI,1,1,6.3107941324771994,1,9
4,7S84_A,8FI,1,1,7.652393860413,2,1
4,7S84_A,8FI,1,1,7.633226593129,2,2
4,7S84_A,8FI,1,1,7.257967828000999,2,3
4,7S84_A,8FI,1,1,7.2263884209323,2,4
4,7S84_A,8FI,1,1,6.8193222360342,2,5
4,7S84_A,8FI,1,1,6.7427803907387,2,6
4,7S84_A,8FI,1,1,6.684525147958699,2,7
4,7S84_A,8FI,1,1,6.680581304256899,2,8
4,7S84_A,8FI,1,1,6.674084255214099,2,9
4,7S84_A,8FI,1,1,7.624865320572,3,1
4,7S84_A,8FI,1,1,7.594344948370001,3,2
4,7S84_A,8FI,1,1,7.2226229546636,3,3
4,7S84_A,8FI,1,1,7.2215736898837,3,4
4,7S84_A,8FI,1,1,6.904476456853299,3,5
4,7S84_A,8FI,1,1,6.8424417601503,3,6
4,7S84_A,8FI,1,1,6.717682644092599,3,7
4,7S84_A,8FI,1,1,6.709643872418799,3,8
4,7S84_A,8FI,1,1,6.530315242151899,3,9
5,7S85_A,8FI,1,1,7.531023856905,1,1
5,7S85_A,8FI,1,1,7.451288799568999,1,2
5,7S85_A,8FI,1,1,7.1840526397351,1,3
5,7S85_A,8FI,1,1,7.1816687092163,1,4
5,7S85_A,8FI,1,1,7.0697589076531,1,5
5,7S85_A,8FI,1,1,7.0355871195425,1,6
5,7S85_A,8FI,1,1,6.9910597729139,1,7
5,7S85_A,8FI,1,1,6.953691919486699,1,8
5,7S85_A,8FI,1,1,6.8931310902547995,1,9
5,7S85_A,8FI,1,1,7.541097535216,2,1
5,7S85_A,8FI,1,1,7.4684197519149995,2,2
5,7S85_A,8FI,1,1,7.259907571645599,2,3
5,7S85_A,8FI,1,1,7.2044475712368,2,4
5,7S85_A,8FI,1,1,7.1853698190724,2,5
5,7S85_A,8FI,1,1,7.0557330238543,2,6
5,7S85_A,8FI,1,1,7.032124540634399,2,7
5,7S85_A,8FI,1,1,7.002558328898899,2,8
5,7S85_A,8FI,1,1,6.972377247166199,2,9
5,7S85_A,8FI,1,1,7.507984129166,3,1
5,7S85_A,8FI,1,1,7.449406370833,3,2
5,7S85_A,8FI,1,1,7.1839882906574,3,3
5,7S85_A,8FI,1,1,7.1618760610234,3,4
5,7S85_A,8FI,1,1,7.159151468408999,3,5
5,7S85_A,8FI,1,1,7.0339166914212,3,6
5,7S85_A,8FI,1,1,7.017748899463999,3,7
5,7S85_A,8FI,1,1,6.9844738835623,3,8
5,7S85_A,8FI,1,1,6.9474746675393,3,9
6,7S4T_A,8FI,1,1,7.629586282258999,1,1
6,7S4T_A,8FI,1,1,7.485202443208999,1,2
6,7S4T_A,8FI,1,1,7.2953720551973,1,3
6,7S4T_A,8FI,1,1,7.2520989324593,1,4
6,7S4T_A,8FI,1,1,7.2096939024712,1,5
6,7S4T_A,8FI,1,1,7.1944949334456005,1,6
6,7S4T_A,8FI,1,1,7.0576279952693,1,7
6,7S4T_A,8FI,1,1,7.0395477454955,1,8
6,7S4T_A,8FI,1,1,6.777464220883399,1,9
6,7S4T_A,8FI,1,1,7.620809560966,2,1
6,7S4T_A,8FI,1,1,7.470844963251,2,2
6,7S4T_A,8FI,1,1,7.3126359746105,2,3
6,7S4T_A,8FI,1,1,7.248442594832801,2,4
6,7S4T_A,8FI,1,1,7.2445197362799,2,5
6,7S4T_A,8FI,1,1,6.9986235804731,2,6
6,7S4T_A,8FI,1,1,6.8926631162999,2,7
6,7S4T_A,8FI,1,1,6.782270560806399,2,8
6,7S4T_A,8FI,1,1,6.5097748155738,2,9
6,7S4T_A,8FI,1,1,7.613561212785999,3,1
6,7S4T_A,8FI,1,1,7.459654179669999,3,2
6,7S4T_A,8FI,1,1,7.341129823966,3,3
6,7S4T_A,8FI,1,1,7.288223755053299,3,4
6,7S4T_A,8FI,1,1,7.2360507653862,3,5
6,7S4T_A,8FI,1,1,7.0245439434891,3,6
6,7S4T_A,8FI,1,1,7.0176257905024,3,7
6,7S4T_A,8FI,1,1,6.8233619102045,3,8
6,7S4T_A,8FI,1,1,6.534162551234799,3,9
7,8FP0_A,8FI,1,1,7.889716823732,1,1
7,8FP0_A,8FI,1,1,7.563292282475,1,2
7,8FP0_A,8FI,1,1,7.395192217859,1,3
7,8FP0_A,8FI,1,1,7.3240757707116,1,4
7,8FP0_A,8FI,1,1,6.8548335895969,1,5
7,8FP0_A,8FI,1,1,6.8066610910643,1,6
7,8FP0_A,8FI,1,1,6.7342645424990994,1,7
7,8FP0_A,8FI,1,1,6.713973143110899,1,8
7,8FP0_A,8FI,1,1,6.6456904172200995,1,9
7,8FP0_A,8FI,1,1,7.875990291871999,2,1
7,8FP0_A,8FI,1,1,7.570806447431,2,2
7,8FP0_A,8FI,1,1,7.452067325855,2,3
7,8FP0_A,8FI,1,1,7.322961452703599,2,4
7,8FP0_A,8FI,1,1,7.295149609685,2,5
7,8FP0_A,8FI,1,1,6.8137086610266,2,6
7,8FP0_A,8FI,1,1,6.700111641756,2,7
7,8FP0_A,8FI,1,1,6.693930066762199,2,8
7,8FP0_A,8FI,1,1,6.6710777530531,2,9
7,8FP0_A,8FI,1,1,7.8286047840999995,3,1
7,8FP0_A,8FI,1,1,7.5606712293089995,3,2
7,8FP0_A,8FI,1,1,7.441961520682,3,3
7,8FP0_A,8FI,1,1,7.3025889073167,3,4
7,8FP0_A,8FI,1,1,7.251524631794,3,5
7,8FP0_A,8FI,1,1,6.959830827367199,3,6
7,8FP0_A,8FI,1,1,6.9143703347606,3,7
7,8FP0_A,8FI,1,1,6.9042379185703995,3,8
7,8FP0_A,8FI,1,1,6.8092178024875,3,9
8,7RWF_A,8FI,1,1,7.6657090510809995,1,1
8,7RWF_A,8FI,1,1,7.496127410014,1,2
8,7RWF_A,8FI,1,1,7.269388736734599,1,3
8,7RWF_A,8FI,1,1,7.226440887471999,1,4
8,7RWF_A,8FI,1,1,7.1689383154555,1,5
8,7RWF_A,8FI,1,1,7.0828131739234,1,6
8,7RWF_A,8FI,1,1,7.052799276566399,1,7
8,7RWF_A,8FI,1,1,6.4999382965845,1,8
8,7RWF_A,8FI,1,1,6.479351696810899,1,9
8,7RWF_A,8FI,1,1,7.632269608725999,2,1
8,7RWF_A,8FI,1,1,7.1917388667753,2,2
8,7RWF_A,8FI,1,1,7.1680261546264,2,3
8,7RWF_A,8FI,1,1,7.0574356301819,2,4
8,7RWF_A,8FI,1,1,6.9640607615086,2,5
8,7RWF_A,8FI,1,1,6.932252622918299,2,6
8,7RWF_A,8FI,1,1,6.8500097632723,2,7
8,7RWF_A,8FI,1,1,6.526058718998,2,8
8,7RWF_A,8FI,1,1,6.483250775618,2,9
8,7RWF_A,8FI,1,1,7.6210781650040005,3,1
8,7RWF_A,8FI,1,1,7.455870544854,3,2
8,7RWF_A,8FI,1,1,7.357001740727,3,3
8,7RWF_A,8FI,1,1,7.2387774557819995,3,4
8,7RWF_A,8FI,1,1,7.2043853199405,3,5
8,7RWF_A,8FI,1,1,7.010634178492199,3,6
8,7RWF_A,8FI,1,1,6.912904858415099,3,7
8,7RWF_A,8FI,1,1,6.8444262686896,3,8
8,7RWF_A,8FI,1,1,6.7197462008492,3,9
9,3PXF_A,8FI,3,1,7.0482895306598,1,1
9,3PXF_A,8FI,3,1,6.840496419977001,1,2
9,3PXF_A,8FI,3,1,6.7771767221429995,1,3
9,3PXF_A,8FI,3,1,6.7285012768523,1,4
9,3PXF_A,8FI,3,1,6.696588909332999,1,5
9,3PXF_A,8FI,3,1,6.6768333317246995,1,6
9,3PXF_A,8FI,3,1,6.6583081909262996,1,7
9,3PXF_A,8FI,3,1,6.655991411416999,1,8
9,3PXF_A,8FI,3,1,6.6418822838381,1,9
9,3PXF_A,8FI,3,1,7.0457132350536,2,1
9,3PXF_A,8FI,3,1,6.868683193744,2,2
9,3PXF_A,8FI,3,1,6.7961145684248,2,3
9,3PXF_A,8FI,3,1,6.7945588581395,2,4
9,3PXF_A,8FI,3,1,6.7558150654911,2,5
9,3PXF_A,8FI,3,1,6.747465007996199,2,6
9,3PXF_A,8FI,3,1,6.7078461324382,2,7
9,3PXF_A,8FI,3,1,6.673886990413499,2,8
9,3PXF_A,8FI,3,1,6.6444802687435995,2,9
9,3PXF_A,8FI,3,1,6.938788847662,3,1
9,3PXF_A,8FI,3,1,6.7233374925825,3,2
9,3PXF_A,8FI,3,1,6.6694430018854,3,3
9,3PXF_A,8FI,3,1,6.6496314589900996,3,4
9,3PXF_A,8FI,3,1,6.647344063090199,3,5
9,3PXF_A,8FI,3,1,6.609336855769599,3,6
9,3PXF_A,8FI,3,1,6.573854181665899,3,7
9,3PXF_A,8FI,3,1,6.5557165729741005,3,8
9,3PXF_A,8FI,3,1,6.5332587815313,3,9
10,3PXQ_A,8FI,3,1,7.1208679480705,1,1
10,3PXQ_A,8FI,3,1,7.011182594295399,1,2
10,3PXQ_A,8FI,3,1,6.803812685337899,1,3
10,3PXQ_A,8FI,3,1,6.7907360329528,1,4
10,3PXQ_A,8FI,3,1,6.7745164859411995,1,5
10,3PXQ_A,8FI,3,1,6.7425404588247995,1,6
10,3PXQ_A,8FI,3,1,6.7383454901516995,1,7
10,3PXQ_A,8FI,3,1,6.7317316181566,1,8
10,3PXQ_A,8FI,3,1,6.6944484021405,1,9
10,3PXQ_A,8FI,3,1,7.1005471724078,2,1
10,3PXQ_A,8FI,3,1,6.9758013471888995,2,2
10,3PXQ_A,8FI,3,1,6.7808575436657,2,3
10,3PXQ_A,8FI,3,1,6.7801482441659,2,4
10,3PXQ_A,8FI,3,1,6.7699451782189,2,5
10,3PXQ_A,8FI,3,1,6.763213089640501,2,6
10,3PXQ_A,8FI,3,1,6.762063094678899,2,7
10,3PXQ_A,8FI,3,1,6.757342800467799,2,8
10,3PXQ_A,8FI,3,1,6.7250785704605995,2,9
10,3PXQ_A,8FI,3,1,7.1533993884847,3,1
10,3PXQ_A,8FI,3,1,7.031115845186399,3,2
10,3PXQ_A,8FI,3,1,6.8322932585244,3,3
10,3PXQ_A,8FI,3,1,6.805123571330999,3,4
10,3PXQ_A,8FI,3,1,6.7979969531514,3,5
10,3PXQ_A,8FI,3,1,6.7923833854787,3,6
10,3PXQ_A,8FI,3,1,6.7888025899872995,3,7
10,3PXQ_A,8FI,3,1,6.7783889757358,3,8
10,3PXQ_A,8FI,3,1,6.776850751852099,3,9
11,4EZ7_A,8FI,3,1,6.7381971931435,1,1
11,4EZ7_A,8FI,3,1,6.557542992413699,1,2
11,4EZ7_A,8FI,3,1,6.542649712680499,1,3
11,4EZ7_A,8FI,3,1,6.5177995995933005,1,4
11,4EZ7_A,8FI,3,1,6.492734735303899,1,5
11,4EZ7_A,8FI,3,1,6.454827561349499,1,6
11,4EZ7_A,8FI,3,1,6.416805662224199,1,7
11,4EZ7_A,8FI,3,1,6.3851563095491,1,8
11,4EZ7_A,8FI,3,1,6.3831543072732995,1,9
11,4EZ7_A,8FI,3,1,6.7001662060771,2,1
11,4EZ7_A,8FI,3,1,6.614670619011999,2,2
11,4EZ7_A,8FI,3,1,6.554893245118899,2,3
11,4EZ7_A,8FI,3,1,6.4975900430193,2,4
11,4EZ7_A,8FI,3,1,6.497066103777399,2,5
11,4EZ7_A,8FI,3,1,6.4757086500232,2,6
11,4EZ7_A,8FI,3,1,6.425566334756001,2,7
11,4EZ7_A,8FI,3,1,6.416348184511199,2,8
11,4EZ7_A,8FI,3,1,6.4044411112707,2,9
11,4EZ7_A,8FI,3,1,6.7293952544643005,3,1
11,4EZ7_A,8FI,3,1,6.5706378280159,3,2
11,4EZ7_A,8FI,3,1,6.4620646944674,3,3
11,4EZ7_A,8FI,3,1,6.440760404068399,3,4
11,4EZ7_A,8FI,3,1,6.4193616768319,3,5
11,4EZ7_A,8FI,3,1,6.4125988036782005,3,6
11,4EZ7_A,8FI,3,1,6.3782570365949995,3,7
11,4EZ7_A,8FI,3,1,6.3479927110822,3,8
11,4EZ7_A,8FI,3,1,6.336696312276099,3,9
12,1JST_A,8FI,2,1,6.2723686231445,1,1
12,1JST_A,8FI,2,1,6.190566451625399,1,2
12,1JST_A,8FI,2,1,6.095271430825401,1,3
12,1JST_A,8FI,2,1,5.9722617984412,1,4
12,1JST_A,8FI,2,1,5.956928520061699,1,5
12,1JST_A,8FI,2,1,5.9319413030237,1,6
12,1JST_A,8FI,2,1,5.8552728500193005,1,7
12,1JST_A,8FI,2,1,5.853113807534499,1,8
12,1JST_A,8FI,2,1,5.8459441775013,1,9
12,1JST_A,8FI,2,1,6.310710896032,2,1
12,1JST_A,8FI,2,1,6.210914520451,2,2
12,1JST_A,8FI,2,1,6.1853977676423995,2,3
12,1JST_A,8FI,2,1,6.087999317569399,2,4
12,1JST_A,8FI,2,1,6.0731787853744,2,5
12,1JST_A,8FI,2,1,6.0594054201779,2,6
12,1JST_A,8FI,2,1,6.0486910236821,2,7
12,1JST_A,8FI,2,1,6.000030270196099,2,8
12,1JST_A,8FI,2,1,5.998575282757599,2,9
12,1JST_A,8FI,2,1,6.2723532271894,3,1
12,1JST_A,8FI,2,1,6.270515614692401,3,2
12,1JST_A,8FI,2,1,6.1794253473221,3,3
12,1JST_A,8FI,2,1,6.1001973809627,3,4
12,1JST_A,8FI,2,1,6.086179888289499,3,5
12,1JST_A,8FI,2,1,6.0628463171216,3,6
12,1JST_A,8FI,2,1,6.0482643158746,3,7
12,1JST_A,8FI,2,1,5.984212235610499,3,8
12,1JST_A,8FI,2,1,5.976639332775299,3,9
13,7ACK_C,8FI,2,1,6.8427306525217,1,1
13,7ACK_C,8FI,2,1,6.7756825663385,1,2
13,7ACK_C,8FI,2,1,6.7211137489448,1,3
13,7ACK_C,8FI,2,1,6.6898659086957,1,4
13,7ACK_C,8FI,2,1,6.543030247292499,1,5
13,7ACK_C,8FI,2,1,6.5418732548363,1,6
13,7ACK_C,8FI,2,1,6.5390451374433,1,7
13,7ACK_C,8FI,2,1,6.508726944424899,1,8
13,7ACK_C,8FI,2,1,6.487298840913899,1,9
13,7ACK_C,8FI,2,1,6.8207086641623995,2,1
13,7ACK_C,8FI,2,1,6.7717758005562,2,2
13,7ACK_C,8FI,2,1,6.7129728461233995,2,3
13,7ACK_C,8FI,2,1,6.706552732846699,2,4
13,7ACK_C,8FI,2,1,6.677579709143999,2,5
13,7ACK_C,8FI,2,1,6.6089717097778,2,6
13,7ACK_C,8FI,2,1,6.5512858679498995,2,7
13,7ACK_C,8FI,2,1,6.5230850991937,2,8
13,7ACK_C,8FI,2,1,6.481041019634599,2,9
13,7ACK_C,8FI,2,1,6.5518769582013,3,1
13,7ACK_C,8FI,2,1,6.513817284341,3,2
13,7ACK_C,8FI,2,1,6.491626013824599,3,3
13,7ACK_C,8FI,2,1,6.4677734031280005,3,4
13,7ACK_C,8FI,2,1,6.253329342530599,3,5
13,7ACK_C,8FI,2,1,6.2449513023922005,3,6
13,7ACK_C,8FI,2,1,6.2269452011225,3,7
13,7ACK_C,8FI,2,1,6.211859556301899,3,8
13,7ACK_C,8FI,2,1,6.195015339866699,3,9
14,3BHT_A,8FI,2,1,6.6734365028602,1,1
14,3BHT_A,8FI,2,1,6.5822364173671,1,2
14,3BHT_A,8FI,2,1,6.563573475802399,1,3
14,3BHT_A,8FI,2,1,6.561318250773899,1,4
14,3BHT_A,8FI,2,1,6.5454722408797,1,5
14,3BHT_A,8FI,2,1,6.488455129219701,1,6
14,3BHT_A,8FI,2,1,6.4843147248676996,1,7
14,3BHT_A,8FI,2,1,6.4557432209259,1,8
14,3BHT_A,8FI,2,1,6.3753225851567,1,9
14,3BHT_A,8FI,2,1,6.649264919367299,2,1
14,3BHT_A,8FI,2,1,6.5826603159079,2,2
14,3BHT_A,8FI,2,1,6.521113881493199,2,3
14,3BHT_A,8FI,2,1,6.4741872157256,2,4
14,3BHT_A,8FI,2,1,6.463842850265,2,5
14,3BHT_A,8FI,2,1,6.4479142934062,2,6
14,3BHT_A,8FI,2,1,6.444031314704599,2,7
14,3BHT_A,8FI,2,1,6.4227347112808,2,8
14,3BHT_A,8FI,2,1,6.3680224965921,2,9
14,3BHT_A,8FI,2,1,6.441846042617399,3,1
14,3BHT_A,8FI,2,1,6.374837828950599,3,2
14,3BHT_A,8FI,2,1,6.3542092588792,3,3
14,3BHT_A,8FI,2,1,6.3215763914678,3,4
14,3BHT_A,8FI,2,1,6.2562651875999,3,5
14,3BHT_A,8FI,2,1,6.1902957424711,3,6
14,3BHT_A,8FI,2,1,6.1592311793683,3,7
14,3BHT_A,8FI,2,1,6.1188078633226,3,8
14,3BHT_A,8FI,2,1,6.1134663984352,3,9
15,2C5V_C,8FI,2,1,6.7260487943581,1,1
15,2C5V_C,8FI,2,1,6.5879584095316,1,2
15,2C5V_C,8FI,2,1,6.5402552859198,1,3
15,2C5V_C,8FI,2,1,6.507819683309,1,4
15,2C5V_C,8FI,2,1,6.475234382724099,1,5
15,2C5V_C,8FI,2,1,6.4670368178002,1,6
15,2C5V_C,8FI,2,1,6.4659217956418,1,7
15,2C5V_C,8FI,2,1,6.4329069926525,1,8
15,2C5V_C,8FI,2,1,6.4249815378488,1,9
15,2C5V_C,8FI,2,1,6.6657915566372,2,1
15,2C5V_C,8FI,2,1,6.5854128911658005,2,2
15,2C5V_C,8FI,2,1,6.5767732371491,2,3
15,2C5V_C,8FI,2,1,6.5429567956039,2,4
15,2C5V_C,8FI,2,1,6.469199703772599,2,5
15,2C5V_C,8FI,2,1,6.4558509412673,2,6
15,2C5V_C,8FI,2,1,6.4550856764805,2,7
15,2C5V_C,8FI,2,1,6.413650870389899,2,8
15,2C5V_C,8FI,2,1,6.3991164359693995,2,9
15,2C5V_C,8FI,2,1,6.639543118213999,3,1
15,2C5V_C,8FI,2,1,6.6289056648192,3,2
15,2C5V_C,8FI,2,1,6.549767235584099,3,3
15,2C5V_C,8FI,2,1,6.531151860845899,3,4
15,2C5V_C,8FI,2,1,6.5037597208053,3,5
15,2C5V_C,8FI,2,1,6.503470828433899,3,6
15,2C5V_C,8FI,2,1,6.487424751807299,3,7
15,2C5V_C,8FI,2,1,6.4849323967967,3,8
15,2C5V_C,8FI,2,1,6.475442833247199,3,9
16,4BCM_C,8FI,2,1,6.1711522402631,1,1
16,4BCM_C,8FI,2,1,6.1657450179972,1,2
16,4BCM_C,8FI,2,1,6.1065391428376,1,3
16,4BCM_C,8FI,2,1,6.0940864557257,1,4
16,4BCM_C,8FI,2,1,6.088209169058399,1,5
16,4BCM_C,8FI,2,1,5.9926909985957,1,6
16,4BCM_C,8FI,2,1,5.9484616469494,1,7
16,4BCM_C,8FI,2,1,5.9324897261618,1,8
16,4BCM_C,8FI,2,1,5.9306989763409,1,9
16,4BCM_C,8FI,2,1,6.167475606968299,2,1
16,4BCM_C,8FI,2,1,6.1073666662556,2,2
16,4BCM_C,8FI,2,1,6.047138804809199,2,3
16,4BCM_C,8FI,2,1,6.0269474314523,2,4
16,4BCM_C,8FI,2,1,5.977080725052599,2,5
16,4BCM_C,8FI,2,1,5.934661700075299,2,6
16,4BCM_C,8FI,2,1,5.8869760702,2,7
16,4BCM_C,8FI,2,1,5.8837646162632,2,8
16,4BCM_C,8FI,2,1,5.8819997513044,2,9
16,4BCM_C,8FI,2,1,6.187963574341601,3,1
16,4BCM_C,8FI,2,1,6.161761309113899,3,2
16,4BCM_C,8FI,2,1,6.072036484722899,3,3
16,4BCM_C,8FI,2,1,6.029986104484699,3,4
16,4BCM_C,8FI,2,1,6.0221403947138,3,5
16,4BCM_C,8FI,2,1,5.9610892127471,3,6
16,4BCM_C,8FI,2,1,5.9470045690644,3,7
16,4BCM_C,8FI,2,1,5.880528678430199,3,8
16,4BCM_C,8FI,2,1,5.859929139893,3,9
17,7KJS_A,8FI,2,1,6.081020996397999,1,1
17,7KJS_A,8FI,2,1,5.9652002334897,1,2
17,7KJS_A,8FI,2,1,5.909061014005999,1,3
17,7KJS_A,8FI,2,1,5.8683690865874,1,4
17,7KJS_A,8FI,2,1,5.8563770238606,1,5
17,7KJS_A,8FI,2,1,5.845485995637899,1,6
17,7KJS_A,8FI,2,1,5.8186331834594,1,7
17,7KJS_A,8FI,2,1,5.8162230233382,1,8
17,7KJS_A,8FI,2,1,5.8054568571182,1,9
17,7KJS_A,8FI,2,1,6.0717147099948,2,1
17,7KJS_A,8FI,2,1,6.056797650515799,2,2
17,7KJS_A,8FI,2,1,5.990058745037399,2,3
17,7KJS_A,8FI,2,1,5.930827681831199,2,4
17,7KJS_A,8FI,2,1,5.9018224799222,2,5
17,7KJS_A,8FI,2,1,5.892451132956,2,6
17,7KJS_A,8FI,2,1,5.8903602977063,2,7
17,7KJS_A,8FI,2,1,5.876486906478499,2,8
17,7KJS_A,8FI,2,1,5.8420874210672,2,9
17,7KJS_A,8FI,2,1,6.1582168873916,3,1
17,7KJS_A,8FI,2,1,6.1284093427763,3,2
17,7KJS_A,8FI,2,1,6.090772173825799,3,3
